"movie_id","credit_id","department","gender","id","job","name","profile_path"
"11934","52fe44a39251416c7503bdff","Directing","0","1223","Director","Joel Coen","/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg"
"11934","52fe44a39251416c7503bded","Writing","0","1224","Screenplay","Ethan Coen","/AH5YwNZC5txyJKyjVZhA4ZXFzP.jpg"
"11934","52fe44a39251416c7503bdf9","Production","0","1224","Producer","Ethan Coen","/AH5YwNZC5txyJKyjVZhA4ZXFzP.jpg"
"11934","52fe44a49251416c7503be23","Sound","2","1225","Music","Carter Burwell","/feAqzRbewe6r2icciqiTeaqzTm4.jpg"
"11934","52fe44a49251416c7503be1d","Production","2","2236","Executive Producer","Tim Bevan","/f7o93O1KocuLwIrSa7KqyL1sWaT.jpg"
"11934","52fe44a49251416c7503be17","Production","2","2238","Executive Producer","Eric Fellner","/DiDxNhIfVPn9bRdOumhK0LgCYT.jpg"
"11934","52fe44a49251416c7503be11","Writing","2","7623","Screenplay","Sam Raimi","/uEAaCUJzyMI8N5mOVyLtaOPKoEf.jpg"
"11934","52fe44a49251416c7503be29","Editing","2","17399","Editor","Thom Noble","/pl35WClWJFiuBao1dTMoV4PaxOj.jpg"
"59930","52fe49a2c3a36847f81a480b","Directing","2","230059","Director","Matty Rich","/4pdBQ2b5E7q59q4IlxtHfjO5gGN.jpg"
"31643","52fe44929251416c910155b3","Directing","2","8246","Director","Barry Levinson","/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg"
"31643","54f76b85c3a368352000218e","Writing","2","8246","Writer","Barry Levinson","/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg"
"31643","54f76b93c3a36834a200232b","Production","2","5162","Producer","Mark Johnson","/yKGF6cbzyP03Gl1QhVLCu1gWSW6.jpg"
"31643","54f76b9c9251416f370023d6","Production","2","8246","Producer","Barry Levinson","/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg"
"41588","52fe45d4c3a36847f80dccbd","Directing","2","16939","Director","Michael Tolkin","/32zQ0ZJO4ySK4wu7mL42EpYX0nq.jpg"
"41588","5457cd64c3a368642e002836","Writing","2","16939","Writer","Michael Tolkin","/32zQ0ZJO4ySK4wu7mL42EpYX0nq.jpg"
"20967","52fe4406c3a368484e00b20b","Directing","2","78012","Director","François Girard","/qapy77nmB5gaFXoMZ2yKxQ4VY7s.jpg"
"20967","570a3291c3a3687796003ffa","Writing","2","78012","Writer","François Girard","/qapy77nmB5gaFXoMZ2yKxQ4VY7s.jpg"
"20967","570a32aac3a3687796003ffe","Writing","2","20173","Writer","Don McKellar","/cV1nEafG1CqIdnrce5pVw2hcaep.jpg"
"14587","52fe46049251416c7506a3ab","Directing","1","6220","Director","Gurinder Chadha","/AbUt77nmapBzaXMq9EvNNjK0ZMm.jpg"
"14587","52fe46049251416c7506a3b1","Writing","1","6220","Writer","Gurinder Chadha","/AbUt77nmapBzaXMq9EvNNjK0ZMm.jpg"
"14587","52fe46049251416c7506a3b7","Writing","1","6975","Writer","Meera Syal","/1B8uEf17DUJwbvVvSQNI0nExNuh.jpg"
"47507","52fe4736c3a36847f81295a1","Directing","2","2406","Director","Mathieu Kassovitz","/h0LpOBDRawf5pSiVqlHOuoI2ain.jpg"
"25403","52fe44c6c3a368484e03626b","Directing","2","69488","Director","Nanni Moretti","/klvWTsWeVbuZFOY9IJXJEr5PQvk.jpg"
"25403","52fe44c6c3a368484e036271","Writing","2","69488","Writer","Nanni Moretti","/klvWTsWeVbuZFOY9IJXJEr5PQvk.jpg"
"124304","54590e2e0e0a261155002199","Writing","1","1066960","Screenplay","María Luisa Bemberg","/i6SBI5OOBnpBAEG8yd7fRqYDlsX.jpg"
"124304","52fe4aa8c3a368484e1602ed","Directing","1","1066960","Director","María Luisa Bemberg","/i6SBI5OOBnpBAEG8yd7fRqYDlsX.jpg"
"278978","53add5d80e0a265986002932","Directing","2","14614","Director","Joseph Vilsmaier","/wODSEku2wnqYiDfMKiANzX5bE2K.jpg"
"47502","52fe4736c3a36847f8129509","Directing","2","47773","Director","Paul Mazursky","/2ooiA3X9Y0cpyBIAHTpU5Q3Q7em.jpg"
"47502","546236ed0e0a2672aa0026db","Writing","2","9046","Screenplay","Chazz Palminteri","/57fiwGZBohA7qytoXOUJtSNVksT.jpg"
"47502","546236f20e0a2672b3002720","Writing","2","9046","Theatre Play","Chazz Palminteri","/57fiwGZBohA7qytoXOUJtSNVksT.jpg"
"47502","59476a54c3a36811150252e8","Crew","0","8217","Cinematography","Conrad L. Hall","/fGWnmu9EAYqX974sP0ddkOjgVEy.jpg"
"47502","5973a51f92514157f7002b8f","Production","2","380","Producer","Robert De Niro","/lvTSwUcvJRLAJ2FB5qFaukel516.jpg"
"27768","52fe4565c3a368484e057ee9","Writing","2","879","Author","Billy Bob Thornton","/gPCPKXh7HvobcrldRGj5QchW34p.jpg"
"27768","52fe4565c3a368484e057eef","Directing","2","37852","Director","George Hickenlooper","/t7R8Lecq6HR0N9CIwiuiPEPt2N0.jpg"
"88030","52fe49e69251416c910bc801","Directing","2","54767","Director","Mika Kaurismäki","/w7Hf3cfWEL73H82v46w4eh4NF65.jpg"
"185191","563f70cb9251414c7000e7c2","Directing","0","19069","Director","Claude Chabrol","/wth1muwK6ZnwAHw2GPN631cUJpe.jpg"
"33245","52fe45069251416c91024f07","Directing","2","8876","Director","Randal Kleiser","/dtSwBcwtYZL9ir9zfKZaTdwdiSm.jpg"
"47119","52fe471fc3a36847f8124a25","Directing","2","16988","Director","Maurice Pialat","/dMLj72H8a2cFeEffcmTs7ltaxWF.jpg"
"47119","598b96c89251417a7d000793","Writing","2","16988","Scenario Writer","Maurice Pialat","/dMLj72H8a2cFeEffcmTs7ltaxWF.jpg"
"47119","598b96d19251417a450007d7","Writing","1","49067","Scenario Writer","Sylvie Pialat","/2dOh2C7iVKXshtZkJHApGNH2zle.jpg"
"22621","52fe4449c3a368484e01a753","Directing","2","366","Director","James Mangold","/1gt0VmCyBHhQLKhaBDCEIwvRWe.jpg"
"22621","5468d00722136e68c900117d","Writing","2","366","Writer","James Mangold","/1gt0VmCyBHhQLKhaBDCEIwvRWe.jpg"
"124633","52fe4ab0c3a368484e161d1d","Directing","0","1009298","Director","Goran Paskaljević","/bJ2DZee9WkmkoopIEFPLx7xmBFU.jpg"
"124633","589abc4ac3a3683ab8003637","Writing","2","15255","Writer","Gordan Mihić","/74vAj53ZXAcINFBLn227cH2gxaR.jpg"
"123763","52fe4a9cc3a368484e15d79b","Directing","1","1066960","Director","María Luisa Bemberg","/i6SBI5OOBnpBAEG8yd7fRqYDlsX.jpg"
"42005","52fe45e8c3a36847f80e14c9","Directing","2","544331","Director","Gazdag Gyula","/meG91qaugrEyBB1JBvwXuOOyWRg.jpg"
"69895","52fe47e0c3a368484e0de779","Directing","2","225140","Director","Maurizio Nichetti","/p7wxQRuXTJYEiAq059W0jCbqN0f.jpg"
"282919","53cc31780e0a265df0002a13","Directing","2","6258","Director","Peter Weck","/pbFlmz262NVKK1Huv8I8rq8KT7q.jpg"
"124614","52fe4ab0c3a368484e161b6f","Directing","0","81749","Director","Manoel de Oliveira","/yDDRrKfzFhyoMkujD46ask3XeFF.jpg"
"100914","546e69a69251415ffb0005ef","Directing","2","1112331","Director","Zheng Jun-Li","/6PNr4sEXJF8oHfRrIbBrUBkQSfN.jpg"
"114089","52fe4b45c3a36847f81fb3a9","Directing","2","118513","Director","Karim Dridi","/5iDJY4Srfc9aRNnYK1RdFO0Q6aW.jpg"
"114089","52fe4b45c3a36847f81fb3af","Writing","2","118513","Writer","Karim Dridi","/5iDJY4Srfc9aRNnYK1RdFO0Q6aW.jpg"
"124851","52fe4ab6c3a368484e16301f","Directing","2","17046","Director","Gary Winick","/9gzk1OptV4rlvEgPFQo9pC0TUYV.jpg"
"20318","52fe43e1c3a368484e0037eb","Directing","0","33054","Director","Keith Gordon","/izPEmoAyZkCBnNFXEBxg03TMnLH.jpg"
"20318","52fe43e1c3a368484e0037f7","Writing","0","74159","Writer","Robert B. Weide","/bwjgWFDV6RpNFuWxQS82U6nn5hy.jpg"
"20318","58f65bdd9251415de800146a","Writing","0","1384517","Novel","Kurt Vonnegut Jr.","/6udG5CbuOheKRtdbP1YNAWy3ysd.jpg"
"39448","52fe47199251416c9106a05f","Directing","0","35452","Director","Corey Yuen Kwai","/uLRXQt1LlTfbYtm0kMLC8KSvHxN.jpg"
"39448","52fe47199251416c9106a097","Production","2","62410","Producer","Sammo Hung","/hpqwIMmLLpn0mMmpi4EhzARK24K.jpg"
"39448","52fe47199251416c9106a09d","Crew","0","35452","Martial Arts Choreographer","Corey Yuen Kwai","/uLRXQt1LlTfbYtm0kMLC8KSvHxN.jpg"
"39448","52fe47199251416c9106a0a3","Crew","0","83556","Martial Arts Choreographer","Mang Hoi","/c4QVmvGxkxrAkpCiTIEASBqqUky.jpg"
"39448","5742a5039251411dc800128f","Writing","0","62412","Writer","Barry Wong","/paZy6ZlXIBUmq2mZUyN0KsZKhmO.jpg"
"52855","52fe4846c3a36847f815f4ff","Directing","0","16730","Director","Darrell James Roodt","/oznevzK3stQIpJnnO70sK61TIS9.jpg"
"52855","5330e05ac3a3686a860005f7","Writing","2","19687","Writer","Greg Latter","/ekc6JG7tfFdkypyrrhjYlLF6vdI.jpg"
"52855","5330e080c3a3686a8e0005d8","Writing","0","16730","Writer","Darrell James Roodt","/oznevzK3stQIpJnnO70sK61TIS9.jpg"
"24795","52fe44aac3a368484e02fd0f","Directing","2","56506","Director","William Dear","/mIkG9PRVXuBMKz5HKMfAkc8Tg2P.jpg"
"47199","52fe4725c3a36847f8125bcd","Writing","2","8327","Novel","Joseph Conrad","/e9K1LVshKNQUziyAgSrB3uCjMOZ.jpg"
"47199","52fe4725c3a36847f8125bb1","Directing","2","12952","Director","Christopher Hampton","/7L7S5KHE21jFGL2IS1VXqQJxx9R.jpg"
"47199","52fe4725c3a36847f8125bb7","Writing","2","12952","Writer","Christopher Hampton","/7L7S5KHE21jFGL2IS1VXqQJxx9R.jpg"
"49471","52fe4796c3a36847f813dc6f","Directing","2","5281","Director","Spike Lee","/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg"
"49471","52fe4796c3a36847f813dc75","Writing","2","71943","Writer","Reggie Rock Bythewood","/lWvvnBHYsbMrvCR1CXRU2ycijDL.jpg"
"56830","52fe4915c3a36847f81883c7","Directing","2","324","Director","Scott Silver","/vRblvymfxaMd7Lsqs4ypVAfnJK.jpg"
"56830","52fe4915c3a36847f81883cd","Writing","2","324","Writer","Scott Silver","/vRblvymfxaMd7Lsqs4ypVAfnJK.jpg"
"15764","52fe467a9251416c75079a03","Directing","2","6349","Director","Alan J. Pakula","/vzvxrcoFirt0LJb0hG0ezP64mYr.jpg"
"15764","52fe467a9251416c75079a09","Writing","2","6349","Screenplay","Alan J. Pakula","/vzvxrcoFirt0LJb0hG0ezP64mYr.jpg"
"200383","52fe4c84c3a368484e1ba957","Directing","2","22558","Director","Nils Gaup","/A04LmjnxXHHIoNQctHlZaRzqwEv.jpg"
"104931","52fe4a41c3a36847f81c3c9f","Writing","2","3776","Writer","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"104931","52fe4a41c3a36847f81c3ca5","Directing","2","3776","Director","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"218713","52fe4e53c3a368484e21a9ff","Directing","2","82389","Director","Norman Z. McLeod","/oaf6aGWSkNPNAXPQNPz9MlktnrR.jpg"
"217802","52fe4e3ec3a368484e2161c5","Directing","2","89914","Director","Elliott Nugent","/2VpK69oI5uOSnk4Ei4gv30K5Bkm.jpg"
"64567","52fe46dfc3a368484e0a87a9","Directing","2","21175","Director","Michel Blanc","/6sLalr8OqR6WMlxzBR4C6OrsrnU.jpg"
"54405","52fe4899c3a36847f817026d","Directing","2","36804","Director","Peter Chelsom","/wFquKk8EJ0U2ZXg9hoTxtskDZtF.jpg"
"13446","52fe45699251416c75055865","Writing","0","8966","Screenplay","Bruce Robinson","/mImqLKRBNPUZz8dIAzoIvkADDwS.jpg"
"13446","52fe45699251416c7505585b","Directing","0","8966","Director","Bruce Robinson","/mImqLKRBNPUZz8dIAzoIvkADDwS.jpg"
"66034","52fe4726c3a368484e0b7741","Directing","2","34721","Director","Larry Bishop","/blmoGBCRnKtkatY4F6aB7uCfWzz.jpg"
"55687","52fe48dbc3a36847f817d08d","Directing","2","63937","Director","Albert Pyun","/3Bxq2mHND331bCi79eoCXB9MapK.jpg"
"55687","52fe48dbc3a36847f817d0b7","Writing","2","63937","Writer","Albert Pyun","/3Bxq2mHND331bCi79eoCXB9MapK.jpg"
"58102","52fe4955c3a36847f8194b87","Directing","2","2589","Director","Terry George","/bQDk9TM3y1pswHHKLoeb9bV88S9.jpg"
"58102","5535049192514125dc0039a7","Writing","2","2589","Writer","Terry George","/bQDk9TM3y1pswHHKLoeb9bV88S9.jpg"
"58102","5535049cc3a36848ca00651f","Writing","2","53334","Writer","Jim Sheridan","/mfukw1JcUsXmUzt6IoaayMaescv.jpg"
"2892","52fe4372c3a36847f8054df5","Directing","2","28741","Director","Michael Rymer","/w3iQNN1LAVsTbF4wyReOadjSojJ.jpg"
"2892","52fe4372c3a36847f8054dfb","Writing","2","28741","Screenplay","Michael Rymer","/w3iQNN1LAVsTbF4wyReOadjSojJ.jpg"
"40506","52fe4595c3a36847f80cf557","Directing","2","34651","Director","Peter Baldwin","/V4iWJV67sBOITz9p2pytH1Ttms.jpg"
"26306","56abf1cc9251417e20003bcc","Costume & Make-Up","2","15017","Makeup Designer","Bill Corso","/iL7zT7LUL5p7aBuKfQa4vXF4bAt.jpg"
"26306","530e9cbec3a36874750001f9","Directing","2","122449","Director","Steve James","/xDbq83XNYa52oG8YxTPTAooxmUc.jpg"
"26306","56abf1e3c3a3681c47003caf","Writing","2","122449","Writer","Steve James","/xDbq83XNYa52oG8YxTPTAooxmUc.jpg"
"16448","52fe46d59251416c75085103","Directing","2","13524","Director","Christopher Guest","/fhEQq0q2aR2sh4HU824xunoyAce.jpg"
"16448","52fe46d59251416c75085109","Writing","2","26510","Writer","Eugene Levy","/69IBiDjU1gSqtrcGOA7PA7aEYsc.jpg"
"16448","52fe46d59251416c7508510f","Writing","2","13524","Writer","Christopher Guest","/fhEQq0q2aR2sh4HU824xunoyAce.jpg"
"28059","52fe4576c3a368484e05c901","Directing","2","564","Director","Richard Linklater","/wNijRefhQCp0BkNqM5qhhdazDgx.jpg"
"28059","52fe4576c3a368484e05c907","Writing","2","10866","Theatre Play","Eric Bogosian","/ez5wbZJ1txZ8EroWSRxElcWlsru.jpg"
"28059","52fe4576c3a368484e05c90d","Writing","2","10866","Screenplay","Eric Bogosian","/ez5wbZJ1txZ8EroWSRxElcWlsru.jpg"
"61563","52fe4658c3a368484e08b86b","Writing","0","1035","Screenplay","Paul Schrader","/hLdjFQOtgnvgKVL73dH6CWluicy.jpg"
"61563","52fe4657c3a368484e08b85f","Directing","0","1035","Director","Paul Schrader","/hLdjFQOtgnvgKVL73dH6CWluicy.jpg"
"61563","52fe4658c3a368484e08b865","Writing","2","2235","Novel","Elmore Leonard","/vL1oMCp0EE8kgSNJEPDPrMs7qVs.jpg"
"88423","52fe49f59251416c910be749","Directing","0","112674","Director","Rolf de Heer","/rrOPgrvHpr0GB8xfk12NUZdiNZZ.jpg"
"50512","52fe47cac3a36847f81484f7","Writing","2","20875","Writer","Leo Tolstoy","/9aao2Es6ciI1LmGPH7ZptPfS7fK.jpg"
"50512","52fe47cac3a36847f81484f1","Directing","2","57851","Director","Bernard Rose","/pq8tgkUyoW36YoczEemKmCgwrYc.jpg"
"60082","52fe4616c3a368484e07e2c7","Directing","2","141825","Director","Rusty Cundieff","/qRxHN1pX9Qq05nhpJnxeXa8dJVP.jpg"
"59232","52fe4986c3a36847f819ee97","Directing","2","2880","Director","Emilio Estevez","/2NSM4zFrw3i16UYdUhfETVjqC4I.jpg"
"37567","52fe46579251416c910514e5","Directing","2","68185","Director","Eric Schaeffer","/wmg75LITVwe4v8pwCipiGgx2vtP.jpg"
"37567","52fe46579251416c910514eb","Writing","2","68185","Writer","Eric Schaeffer","/wmg75LITVwe4v8pwCipiGgx2vtP.jpg"
"124834","52fe4ab6c3a368484e162e9f","Directing","2","41040","Director","Tony Gatlif","/9PauhLEgMP35rHnCaqw9Q18DVWR.jpg"
"111367","52fe4af6c3a36847f81eac6b","Writing","2","3776","Writer","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"111367","52fe4af6c3a36847f81eac71","Directing","2","3776","Director","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"29461","52fe45e2c3a368484e0745d1","Directing","2","66121","Director","George Tillman, Jr.","/np4Q1q68M8ejWmkUpChXTIVrQRO.jpg"
"29461","52fe45e2c3a368484e0745d7","Writing","2","66121","Writer","George Tillman, Jr.","/np4Q1q68M8ejWmkUpChXTIVrQRO.jpg"
"33344","52fe450f9251416c91026201","Directing","2","54050","Director","Mark Waters","/ktII2pERp8swsnULZhDPzyfVlf6.jpg"
