"movie_id","id","name"
"10954","NULL","Belgium"
"10954","NULL","France"
"10954","NULL","Italy"
"47867","NULL","United States of America"
"72031","NULL","United States of America"
"72031","NULL","France"
"14275","NULL","United States of America"
"1024","NULL","New Zealand"
"13701","NULL","United States of America"
"14819","NULL","United States of America"
"32631","NULL","United States of America"
"11777","NULL","United States of America"
"628","NULL","United States of America"
"87729","NULL","United States of America"
"18713","NULL","United States of America"
"6280","NULL","United States of America"
"9061","NULL","United States of America"
"6071","NULL","United States of America"
"11","NULL","United States of America"
"9587","NULL","United States of America"
"19101","NULL","United States of America"
"49980","NULL","United Kingdom"
"17961","NULL","France"
"18183","NULL","Mexico"
"4476","NULL","United States of America"
"11008","NULL","United States of America"
"47504","NULL","United States of America"
"32325","NULL","United States of America"
"43742","NULL","United States of America"
"28313","NULL","United States of America"
"11318","NULL","United Kingdom"
"3036","NULL","United Kingdom"
"3036","NULL","Japan"
"3036","NULL","United States of America"
"24070","NULL","United States of America"
"8986","NULL","United States of America"
"10510","NULL","United States of America"
"17402","NULL","United States of America"
"38722","NULL","United States of America"
"8438","NULL","France"
"8438","NULL","United States of America"
"11593","NULL","United States of America"
"1945","NULL","United States of America"
"39310","NULL","United States of America"
"109560","NULL","Japan"
"109560","NULL","United States of America"
"56428","NULL","United Kingdom"
"63105","NULL","United States of America"
"241","NULL","United States of America"
"9058","NULL","United States of America"
"527","NULL","New Zealand"
"18220","NULL","United States of America"
"6950","NULL","United States of America"
"101","NULL","France"
"101","NULL","United States of America"
"63020","NULL","United States of America"
"2307","NULL","United States of America"
"680","NULL","United States of America"
"41478","NULL","United Kingdom"
"41478","NULL","United States of America"
"25296","NULL","Taiwan"
"40156","NULL","United Kingdom"
"11450","NULL","United States of America"
"30304","NULL","Japan"
"30304","NULL","United States of America"
"10452","NULL","France"
"10452","NULL","Germany"
"10452","NULL","Italy"
"12106","NULL","Japan"
"12106","NULL","United States of America"
"161495","NULL","United States of America"
"3586","NULL","United States of America"
"110","NULL","France"
"110","NULL","Poland"
"110","NULL","Switzerland"
"108","NULL","France"
"108","NULL","Poland"
"109","NULL","France"
"109","NULL","Poland"
"159185","NULL","China"
"159185","NULL","Hong Kong"
"36357","NULL","United States of America"
"92769","NULL","Canada"
"28033","NULL","Germany"
"28033","NULL","United States of America"
"22586","NULL","United States of America"
"14334","NULL","Ireland"
"14334","NULL","United States of America"
"2636","NULL","Peru"
"2636","NULL","United States of America"
"2164","NULL","France"
"2164","NULL","United States of America"
"11395","NULL","United States of America"
"278","NULL","United States of America"
"9905","NULL","United Kingdom"
"87078","NULL","United States of America"
"12527","NULL","Cuba"
"12527","NULL","Spain"
"20306","NULL","United States of America"
"36614","NULL","Australia"
"27993","NULL","Canada"
"27993","NULL","United States of America"
"31439","NULL","China"
"31439","NULL","Hong Kong"
"9067","NULL","United States of America"
"9059","NULL","United States of America"
"193","NULL","United States of America"
"25066","NULL","United States of America"
"46797","NULL","United Kingdom"
"46797","NULL","United States of America"
"12122","NULL","United States of America"
"11381","NULL","United States of America"
"32636","NULL","United States of America"
"36141","NULL","United States of America"
"95963","NULL","United States of America"
"1587","NULL","United States of America"
"9271","NULL","United States of America"
"2064","NULL","United States of America"
"19855","NULL","United States of America"
"60855","NULL","Canada"
"236","NULL","Australia"
"236","NULL","France"
"48287","NULL","United States of America"
"3049","NULL","United States of America"
"2759","NULL","Australia"
"12635","NULL","Germany"
"12635","NULL","United Kingdom"
"10497","NULL","France"
"10497","NULL","United Kingdom"
"10497","NULL","United States of America"
"11382","NULL","United States of America"
"9331","NULL","United States of America"
"10731","NULL","United States of America"
"10464","NULL","United States of America"
"34152","NULL","United States of America"
"9495","NULL","United States of America"
"29973","NULL","United States of America"
"888","NULL","United States of America"
"13","NULL","United States of America"
"712","NULL","United Kingdom"
"16295","NULL","United States of America"
"48992","NULL","United States of America"
"10879","NULL","United States of America"
"10660","NULL","United States of America"
"10714","NULL","United States of America"
"41647","NULL","France"
"41647","NULL","United Kingdom"
"41647","NULL","Germany"
"41647","NULL","Belgium"
"8587","NULL","United States of America"
"1689","NULL","France"
"1689","NULL","Italy"
"1689","NULL","Liechtenstein"
"1689","NULL","United Kingdom"
"11596","NULL","United States of America"
"854","NULL","United States of America"
"9359","NULL","United States of America"
"23333","NULL","United States of America"
"36593","NULL","United States of America"
"12280","NULL","United States of America"
"2788","NULL","United States of America"
"10427","NULL","United States of America"
"11011","NULL","United States of America"
"49803","NULL","United States of America"
"8987","NULL","United States of America"
"1637","NULL","United States of America"
"15128","NULL","United States of America"
"8831","NULL","Japan"
"8831","NULL","United States of America"
"36955","NULL","United States of America"
"10449","NULL","United States of America"
"10395","NULL","United States of America"
"12160","NULL","United States of America"
"40480","NULL","United States of America"
"52038","NULL","United Kingdom"
"52038","NULL","Ireland"
"29444","NULL","United States of America"
"26352","NULL","United States of America"
"39953","NULL","United States of America"
"41580","NULL","France"
"315","NULL","United States of America"
"22067","NULL","United States of America"
"18242","NULL","United Kingdom"
"11667","NULL","Japan"
"11667","NULL","United States of America"
"32502","NULL","United States of America"
"28732","NULL","United States of America"
"75555","NULL","United States of America"
"42981","NULL","United States of America"
"278939","NULL","United States of America"
"291731","NULL","United States of America"
"203119","NULL","United States of America"
"8011","NULL","Canada"
"8011","NULL","France"
"8011","NULL","United Kingdom"
"2654","NULL","United States of America"
"18069","NULL","United States of America"
"19092","NULL","United States of America"
"2758","NULL","United States of America"
"38129","NULL","United States of America"
"10436","NULL","United States of America"
"13595","NULL","United States of America"
"46094","NULL","United States of America"
"9409","NULL","United States of America"
"11853","NULL","United States of America"
"16771","NULL","United States of America"
"46924","NULL","Japan"
"46924","NULL","United Kingdom"
"11041","NULL","United States of America"
"306","NULL","United States of America"
"14522","NULL","United Kingdom"
"14522","NULL","United States of America"
"26203","NULL","United States of America"
"178","NULL","United States of America"
"19819","NULL","United States of America"
"57834","NULL","United States of America"
"4722","NULL","United States of America"
"18215","NULL","United States of America"
"1607","NULL","United States of America"
"26391","NULL","United States of America"
"117553","NULL","United States of America"
"6075","NULL","United States of America"
"11310","NULL","United States of America"
"18658","NULL","United States of America"
"9350","NULL","France"
"9350","NULL","Italy"
"9350","NULL","United States of America"
"9612","NULL","United States of America"
"2124","NULL","United States of America"
"26261","NULL","United States of America"
"19176","NULL","United States of America"
"49299","NULL","United States of America"
"11566","NULL","United States of America"
"9571","NULL","United States of America"
"9739","NULL","United States of America"
"24257","NULL","United States of America"
"34444","NULL","United States of America"
"26141","NULL","United States of America"
"10997","NULL","China"
"10997","NULL","Hong Kong"
"50463","NULL","United States of America"
"10443","NULL","United States of America"
"20239","NULL","United Kingdom"
"20239","NULL","United States of America"
"16297","NULL","United States of America"
"18551","NULL","United States of America"
"25440","NULL","Ireland"
"25440","NULL","United Kingdom"
"9024","NULL","United States of America"
"37233","NULL","United States of America"
"1634","NULL","France"
"1634","NULL","United States of America"
"13815","NULL","France"
"13815","NULL","United States of America"
"5503","NULL","United States of America"
"35588","NULL","United States of America"
"2087","NULL","Japan"
"2087","NULL","United States of America"
"41579","NULL","United States of America"
"18620","NULL","United States of America"
"41006","NULL","South Africa"
"41006","NULL","United States of America"
"4916","NULL","United States of America"
"2019","NULL","United States of America"
"31642","NULL","France"
"31642","NULL","United States of America"
"9255","NULL","United States of America"
"26271","NULL","United States of America"
"10612","NULL","United Kingdom"
"2259","NULL","Denmark"
"2259","NULL","France"
"2259","NULL","Germany"
"2259","NULL","Portugal"
"2259","NULL","United States of America"
"11934","NULL","Germany"
"11934","NULL","United Kingdom"
"11934","NULL","United States of America"
"106143","NULL","United States of America"
"12475","NULL","United States of America"
"9386","NULL","United States of America"
"7984","NULL","United Kingdom"
"7984","NULL","Ireland"
"59930","NULL","United States of America"
"15765","NULL","United States of America"
"31643","NULL","United States of America"
"6","NULL","Japan"
"6","NULL","United States of America"
"329","NULL","United States of America"
"10909","NULL","United States of America"
"507","NULL","France"
"507","NULL","United States of America"
"34024","NULL","United States of America"
"29918","NULL","United States of America"
"9593","NULL","United States of America"
"42580","NULL","United States of America"
"22317","NULL","Australia"
"22317","NULL","United States of America"
"1413","NULL","United States of America"
"12121","NULL","France"
"12121","NULL","United States of America"
"2246","NULL","United States of America"
"10502","NULL","United States of America"
"10440","NULL","United States of America"
"9516","NULL","United States of America"
"2320","NULL","United States of America"
"5879","NULL","Japan"
"83718","NULL","United States of America"
"11971","NULL","United Kingdom"
"11971","NULL","United States of America"
"2625","NULL","United States of America"
"31911","NULL","United States of America"
"788","NULL","United States of America"
"21450","NULL","United Kingdom"
"11231","NULL","United States of America"
"41588","NULL","United States of America"
"10447","NULL","United States of America"
"31586","NULL","United States of America"
"9300","NULL","United Kingdom"
"9300","NULL","France"
"9300","NULL","Italy"
"9300","NULL","Netherlands"
"9300","NULL","Russia"
"9559","NULL","United States of America"
"9800","NULL","United States of America"
"713","NULL","New Zealand"
"713","NULL","Australia"
"713","NULL","France"
"8291","NULL","United States of America"
"18133","NULL","United States of America"
"25557","NULL","United States of America"
"22588","NULL","United States of America"
"10872","NULL","United States of America"
"1245","NULL","United Kingdom"
"1245","NULL","United States of America"
"11858","NULL","Canada"
"11858","NULL","United States of America"
"7007","NULL","United States of America"
"10467","NULL","United States of America"
"5550","NULL","United States of America"
"8005","NULL","France"
"8005","NULL","United States of America"
"2088","NULL","United Kingdom"
"2088","NULL","United States of America"
"10412","NULL","Australia"
"47889","NULL","United States of America"
"14534","NULL","United States of America"
"56583","NULL","United States of America"
"41878","NULL","France"
"41878","NULL","Italy"
"424","NULL","United States of America"
"35233","NULL","United States of America"
"14291","NULL","United States of America"
"103413","NULL","United Kingdom"
"103413","NULL","United States of America"
"11236","NULL","United States of America"
"11592","NULL","United States of America"
"8850","NULL","United States of America"
"10445","NULL","United Kingdom"
"695","NULL","United States of America"
"43535","NULL","United States of America"
"12519","NULL","Australia"
"12519","NULL","United Kingdom"
"23210","NULL","United States of America"
"858","NULL","United States of America"
"867","NULL","United States of America"
"78","NULL","United States of America"
"78","NULL","Hong Kong"
"78","NULL","United Kingdom"
"13203","NULL","United States of America"
"10442","NULL","United States of America"
"11074","NULL","United States of America"
"9607","NULL","United Kingdom"
"9607","NULL","United States of America"
"17585","NULL","United States of America"
"9057","NULL","United States of America"
"20967","NULL","Finland"
"20967","NULL","Canada"
"20967","NULL","Netherlands"
"20967","NULL","Portugal"
"10635","NULL","United States of America"
"9479","NULL","United States of America"
"10057","NULL","United States of America"
"10057","NULL","Austria"
"11969","NULL","United States of America"
"41590","NULL","United States of America"
"319","NULL","United States of America"
"26408","NULL","United States of America"
"15139","NULL","United States of America"
"161158","NULL","Canada"
"85247","NULL","United Kingdom"
"85247","NULL","United States of America"
"85247","NULL","Canada"
"11446","NULL","United States of America"
"51980","NULL","Belgium"
"51980","NULL","France"
"51980","NULL","Italy"
"24405","NULL","United States of America"
"11655","NULL","Mexico"
"11800","NULL","United States of America"
"8223","NULL","France"
"8223","NULL","Spain"
"14587","NULL","United Kingdom"
"31504","NULL","United States of America"
"41653","NULL","Denmark"
"41653","NULL","Sweden"
"23637","NULL","Italy"
"17600","NULL","United States of America"
"10897","NULL","United States of America"
"21352","NULL","United States of America"
"68806","NULL","Italy"
"32562","NULL","United States of America"
"47507","NULL","France"
"47507","NULL","Belgium"
"25403","NULL","Italy"
"25403","NULL","France"
"124304","NULL","Italy"
"124304","NULL","Argentina"
"9066","NULL","United States of America"
"771","NULL","United States of America"
"251","NULL","United States of America"
"812","NULL","United States of America"
"280","NULL","France"
"280","NULL","United States of America"
"581","NULL","United Kingdom"
"581","NULL","United States of America"
"80350","NULL","United States of America"
"268","NULL","United Kingdom"
"268","NULL","United States of America"
"274","NULL","United States of America"
"408","NULL","United States of America"
"10020","NULL","United States of America"
"10895","NULL","United States of America"
"114","NULL","United States of America"
"41043","NULL","France"
"41043","NULL","Russia"
"576","NULL","United States of America"
"15477","NULL","United States of America"
"59146","NULL","China"
"30528","NULL","United States of America"
"7300","NULL","United States of America"
"10824","NULL","United States of America"
"261246","NULL","United Kingdom"
"275","NULL","United States of America"
"25059","NULL","Canada"
"25059","NULL","United States of America"
"11827","NULL","Canada"
"8766","NULL","United States of America"
"23570","NULL","United States of America"
"47333","NULL","United States of America"
"51242","NULL","Italy"
"10112","NULL","United States of America"
"4307","NULL","Spain"
"46029","NULL","Spain"
"46029","NULL","United States of America"
"32308","NULL","United States of America"
"52873","NULL","France"
"340210","NULL","United States of America"
"44281","NULL","France"
"44281","NULL","Italy"
"44281","NULL","Tunisia"
"28121","NULL","United States of America"
"12520","NULL","United States of America"
"1592","NULL","United States of America"
"19042","NULL","United States of America"
"38884","NULL","France"
"38884","NULL","Germany"
"38884","NULL","Spain"
"38884","NULL","United Kingdom"
"38884","NULL","Italy"
"47449","NULL","United States of America"
"36259","NULL","United States of America"
"41852","NULL","United States of America"
"40926","NULL","United States of America"
"9099","NULL","United States of America"
"2021","NULL","France"
"2021","NULL","United Kingdom"
"61752","NULL","United States of America"
"10988","NULL","United States of America"
"11479","NULL","France"
"398959","NULL","Germany"
"287305","NULL","Germany"
"339428","NULL","Germany"
"12652","NULL","Germany"
"12652","NULL","France"
"12652","NULL","Italy"
"10684","NULL","United States of America"
"954","NULL","United States of America"
"68445","NULL","Iceland"
"68445","NULL","Denmark"
"68445","NULL","Germany"
"68445","NULL","Japan"
"68445","NULL","United States of America"
"18989","NULL","United States of America"
"10801","NULL","Germany"
"54285","NULL","South Korea"
"8840","NULL","United States of America"
"278978","NULL","Germany"
"124625","NULL","United Kingdom"
"124625","NULL","Germany"
"124625","NULL","Ireland"
"124625","NULL","Austria"
"11107","NULL","United States of America"
"16417","NULL","South Africa"
"10363","NULL","France"
"10363","NULL","Italy"
"161070","NULL","United Kingdom"
"161070","NULL","United States of America"
"10539","NULL","United States of America"
"10543","NULL","United States of America"
"18414","NULL","United States of America"
"18414","NULL","Canada"
"47502","NULL","United States of America"
"11902","NULL","Serbia"
"11902","NULL","France"
"11902","NULL","Germany"
"11902","NULL","Hungary"
"11902","NULL","Czech Republic"
"27098","NULL","Sweden"
"27098","NULL","Denmark"
"25087","NULL","United States of America"
"5801","NULL","India"
"896","NULL","India"
"3065","NULL","United States of America"
"2300","NULL","United States of America"
"8069","NULL","United States of America"
"288173","NULL","United States of America"
"221917","NULL","Ireland"
"221917","NULL","United States of America"
"8072","NULL","Italy"
"8072","NULL","France"
"35797","NULL","France"
"83857","NULL","United States of America"
"33245","NULL","United States of America"
"27281","NULL","United States of America"
"105045","NULL","Germany"
"40001","NULL","United States of America"
"29621","NULL","United States of America"
"29621","NULL","Mexico"
"20762","NULL","United States of America"
"48260","NULL","United Kingdom"
"12656","NULL","United States of America"
"38867","NULL","United States of America"
"25969","NULL","United States of America"
"44103","NULL","Belgium"
"753","NULL","United States of America"
"43634","NULL","United States of America"
"9103","NULL","Canada"
"9103","NULL","United States of America"
"90214","NULL","Australia"
"10990","NULL","United States of America"
"8866","NULL","United States of America"
"12233","NULL","United States of America"
"23449","NULL","United States of America"
"36355","NULL","United States of America"
"37667","NULL","United Kingdom"
"37667","NULL","United States of America"
"90148","NULL","Argentina"
"90148","NULL","United States of America"
"922","NULL","Germany"
"922","NULL","Japan"
"922","NULL","United States of America"
"11876","NULL","France"
"52633","NULL","United States of America"
"62364","NULL","Spain"
"11687","NULL","France"
"9304","NULL","United States of America"
"73183","NULL","United States of America"
"131232","NULL","Italy"
"9100","NULL","United States of America"
"20759","NULL","United States of America"
"46063","NULL","United States of America"
"32513","NULL","United Kingdom"
"40651","NULL","United Kingdom"
"40651","NULL","Germany"
"40651","NULL","Japan"
"36915","NULL","United Kingdom"
"36915","NULL","United States of America"
"40507","NULL","United States of America"
"9802","NULL","United States of America"
"25697","NULL","United Kingdom"
"25697","NULL","United States of America"
"21588","NULL","France"
"21588","NULL","Germany"
"21588","NULL","Italy"
"664","NULL","United States of America"
"11867","NULL","United States of America"
"47119","NULL","France"
"314352","NULL","Germany"
"9323","NULL","Japan"
"10280","NULL","United States of America"
"10535","NULL","United States of America"
"124613","NULL","United Kingdom"
"532","NULL","United Kingdom"
"26744","NULL","United States of America"
"16299","NULL","United Kingdom"
"16299","NULL","United States of America"
"10547","NULL","Mexico"
"10547","NULL","United States of America"
"245268","NULL","United States of America"
"935","NULL","United Kingdom"
"935","NULL","United States of America"
"55613","NULL","Canada"
"41007","NULL","United Kingdom"
"41007","NULL","United States of America"
"35645","NULL","Canada"
"35645","NULL","United States of America"
"110465","NULL","United States of America"
"255546","NULL","Brazil"
"255546","NULL","United Kingdom"
"40751","NULL","Taiwan"
"40751","NULL","Hong Kong"
"85778","NULL","United States of America"
"11101","NULL","Germany"
"9826","NULL","Australia"
"9826","NULL","United States of America"
"9879","NULL","United States of America"
"22621","NULL","United States of America"
"7095","NULL","United States of America"
"26890","NULL","United Kingdom"
"26890","NULL","United States of America"
"46732","NULL","United States of America"
"124633","NULL","Serbia"
"124633","NULL","Greece"
"124633","NULL","United Kingdom"
"124633","NULL","France"
"124633","NULL","Germany"
"202425","NULL","Belgium"
"202425","NULL","Congo"
"202425","NULL","France"
"77771","NULL","Senegal"
"181083","NULL","Burkina Faso"
"41225","NULL","France"
"41225","NULL","Italy"
"87190","NULL","United States of America"
"627","NULL","United Kingdom"
"32872","NULL","United States of America"
"602","NULL","United States of America"
"14553","NULL","France"
"14553","NULL","Italy"
"14553","NULL","United Kingdom"
"9566","NULL","United States of America"
"10545","NULL","United States of America"
"9894","NULL","United States of America"
"11543","NULL","United States of America"
"9268","NULL","Canada"
"9268","NULL","United States of America"
"9327","NULL","United States of America"
"123763","NULL","Argentina"
"81949","NULL","France"
"81949","NULL","Romania"
"42005","NULL","Hungary"
"183955","NULL","Philippines"
"44535","NULL","United States of America"
"44495","NULL","United States of America"
"78285","NULL","France"
"11228","NULL","United States of America"
"10779","NULL","New Zealand"
"10779","NULL","United States of America"
"26748","NULL","United States of America"
"38223","NULL","United States of America"
"9294","NULL","United States of America"
"49963","NULL","Germany"
"49963","NULL","United Kingdom"
"49963","NULL","United States of America"
"11363","NULL","United States of America"
"1645","NULL","United States of America"
"31546","NULL","United Kingdom"
"31546","NULL","United States of America"
"77056","NULL","France"
"36344","NULL","Canada"
"18550","NULL","United States of America"
"11511","NULL","United States of America"
"172198","NULL","Hungary"
"172198","NULL","Switzerland"
"172198","NULL","France"
"34170","NULL","United States of America"
"281085","NULL","Canada"
"281085","NULL","United States of America"
"124645","NULL","United Kingdom"
"12606","NULL","United States of America"
"35206","NULL","Mexico"
"35206","NULL","France"
"4837","NULL","France"
"12632","NULL","Austria"
"12632","NULL","Germany"
"12632","NULL","Sweden"
"9098","NULL","Germany"
"282919","NULL","Germany"
"18975","NULL","Czech Republic"
"18975","NULL","France"
"18975","NULL","Germany"
"18975","NULL","United Kingdom"
"18975","NULL","United States of America"
"11962","NULL","United States of America"
"2925","NULL","United States of America"
"28628","NULL","United Kingdom"
"28628","NULL","United States of America"
"3595","NULL","United States of America"
"9308","NULL","United States of America"
"92381","NULL","United States of America"
"18555","NULL","United States of America"
"12123","NULL","United States of America"
"10830","NULL","United States of America"
"3573","NULL","United States of America"
"10546","NULL","United States of America"
"18862","NULL","United States of America"
"31417","NULL","France"
"31417","NULL","Italy"
"9431","NULL","United States of America"
"48144","NULL","Hong Kong"
"46986","NULL","Germany"
"46986","NULL","Japan"
"46986","NULL","United States of America"
"144982","NULL","United States of America"
"47907","NULL","United States of America"
"10061","NULL","United States of America"
"36266","NULL","Vietnam"
